"안전비상벨관리번호","설치위치","소재지도로명주소","소재지지번주소","위도","경도","관리기관명","관리기관전화번호"
"도봉1C1026","도봉로 153길 20 행복농산물 앞","서울특별시 도봉구 도봉로 153길 20",NA,37.669979,127.0423384,"도봉구청","02-2091-2991"
"도봉1C1028","도봉산4길 28-24","서울특별시 도봉구 도봉산4길 28-24",NA,37.6886719,127.0438124,"도봉구청","02-2091-2991"
"도봉1C1029","도봉산4길 28-3 도봉동 새마을회관 뒤편","서울특별시 도봉구 도봉산4길 28-3",NA,37.6888571,127.0426547,"도봉구청","02-2091-2991"
"도봉1C1030","도봉산4길 27 어미정 식당 앞","서울특별시 도봉구 도봉산4길 27",NA,37.6886175,127.0421056,"도봉구청","02-2091-2991"
"도봉1C1032","도봉산4길 3-28 남원추어탕식당 앞","서울특별시 도봉구 도봉산4길 3-28",NA,37.6879416,127.0412004,"도봉구청","02-2091-2991"
"도봉1C1033","도봉산4길 19 도봉산 손짜장 앞","서울특별시 도봉구 도봉산4길 19",NA,37.6882488,127.0420842,"도봉구청","02-2091-2991"
"도봉1C1034","도봉산4길 5 마무트 아웃도어 옷가게 앞","서울특별시 도봉구 도봉산4길 5",NA,37.6876101,127.0419893,"도봉구청","02-2091-2991"
"도봉1C1035","도봉산4길 4-15 참숯생오리식당","서울특별시 도봉구 도봉산4길 4-15",NA,37.68766396,127.0431773,"도봉구청","02-2091-2991"
"도봉1C1036","도봉산4나길 19 통나무음식점 앞","서울특별시 도봉구 도봉산4나길 19",NA,37.6883629,127.0434853,"도봉구청","02-2091-2991"
"도봉1C1037","도봉로 795-10 세울센스빌","서울특별시 도봉구 도봉로 795-10",NA,37.6756712,127.0441629,"도봉구청","02-2091-2991"
"도봉1C1038","시루봉로29길 16 도성교회","서울특별시 도봉구 시루봉로29길 16",NA,37.6719803,127.0433521,"도봉구청","02-2091-2991"
"도봉1C1039","도봉로169길 265 세일교 앞 무수골마을입구","서울특별시 도봉구 도봉로169길 265",NA,37.6761955,127.032337,"도봉구청","02-2091-2991"
"도봉1C1040","도봉산 3길 78-35","서울특별시 도봉구 도봉산 3길 78-35",NA,37.6845911,127.0422469,"도봉구청","02-2091-2991"
"도봉1C1042","도봉로173길40-10","서울특별시 도봉구 도봉로173길 40-10",NA,37.6799976,127.0413514,"도봉구청","02-2091-2991"
"도봉1C1043","도봉로177길88","서울특별시 도봉구 도봉로177길 88",NA,37.6839208,127.0425877,"도봉구청","02-2091-2991"
"도봉1C1044","도봉로152가길224","서울특별시 도봉구 도봉로152가길 224",NA,37.6794867,127.0457918,"도봉구청","02-2091-2991"
"도봉1C1045","마들로 28길 93","서울특별시 도봉구 마들로 28길 93",NA,37.6761134,127.0487121,"도봉구청","02-2091-2991"
"도봉1C1046","도봉로 961","서울특별시 도봉구 도봉로 961",NA,37.6900054,127.0432522,"도봉구청","02-2091-2991"
"도봉1C1047","도봉로 191길 100-40","서울특별시 도봉구 도봉로 191길 100-40",NA,37.68922879,127.0411375,"도봉구청","02-2091-2991"
"도봉1C1048","도봉산4길 45-12","서울특별시 도봉구 도봉산4길 45-12",NA,37.68914219,127.0414503,"도봉구청","02-2091-2991"
"도봉1C1049","도봉로191길 93","서울특별시 도봉구 도봉로191길 93",NA,37.68976578,127.0411196,"도봉구청","02-2091-2991"
"도봉1C1050","도봉로191길 88-94","서울특별시 도봉구 도봉로191길 88-94",NA,37.6896828,127.0388265,"도봉구청","02-2091-2991"
"도봉1C1051","도봉로191길 73","서울특별시 도봉구 도봉로191길 73",NA,37.690346,127.0413668,"도봉구청","02-2091-2991"
"도봉1C1053","도봉로191길 58","서울특별시 도봉구 도봉로191길 58",NA,37.690935,127.0420077,"도봉구청","02-2091-2991"
"도봉1C1055","도봉로177가길 9-3","서울특별시 도봉구 도봉로177가길 9-3",NA,37.6813607,127.0442203,"도봉구청","02-2091-2991"
"도봉1C1057","도봉로180가길 96","서울특별시 도봉구 도봉로180가길 96",NA,37.6877512,127.0465068,"도봉구청","02-2091-2991"
"도봉1C1087","도봉로 185길 11(성원맨션)","서울특별시 도봉구 도봉로 185길 11",NA,37.6853126,127.0445596,"도봉구청","02-2091-2991"
"도봉1C1088","도봉로 181길 33-15(동일맨션 상성퍼스트빌 사이)","서울특별시 도봉구 도봉로 181길 33-15",NA,37.6834774,127.0440253,"도봉구청","02-2091-2991"
"도봉1C1090","도봉로 169가길 33(산울교회 삼거리)","서울특별시 도봉구 도봉로 169가길 33",NA,37.6813005,127.0430239,"도봉구청","02-2091-2991"
"도봉1C1091","도봉로163길 28(현일빌라 앞)","서울특별시 도봉구 도봉로163길 28",NA,37.6762147,127.0431867,"도봉구청","02-2091-2991"
"도봉1C1094","도봉산4나길 41(새동네마트에서 백운대교회 사잇길)","서울특별시 도봉구 도봉산4나길 41",NA,37.6886402,127.0442437,"도봉구청","02-2091-2991"
"도봉1C1095","시루봉로23길 105(공영주차장 사이)","서울특별시 도봉구 시루봉로23길 105",NA,37.67487,127.0426995,"도봉구청","02-2091-2991"
"도봉1C1096","도봉로157길 20(도봉슈퍼 사거리)","서울특별시 도봉구 도봉로157길 20",NA,37.6735612,127.0429646,"도봉구청","02-2091-2991"
"도봉2C1059","도봉로180길 6-23","서울특별시 도봉구 도봉로180길 6-23",NA,37.68192507,127.0470103,"도봉구청","02-2091-2991"
"도봉2C1060","도봉로164길 34","서울특별시 도봉구 도봉로164길 34",NA,37.6754325,127.0465091,"도봉구청","02-2091-2991"
"도봉2C1061","도봉로164길 26-20","서울특별시 도봉구 도봉로164길 26-20",NA,37.67530144,127.0461038,"도봉구청","02-2091-2991"
"도봉2C1066","도봉로168길 6","서울특별시 도봉구 도봉로168길 6",NA,37.6777316,127.0454719,"도봉구청","02-2091-2991"
"도봉2C1067","마들로 916","서울특별시 도봉구 마들로 916",NA,37.6892727,127.0475814,"도봉구청","02-2091-2991"
"도봉2C1072","마들로766","서울특별시 도봉구 마들로766",NA,37.6781646,127.0494341,"도봉구청","02-2091-2991"
"도봉2C1073","마들로699","서울특별시 도봉구 마들로699",NA,37.6726942,127.0463866,"도봉구청","02-2091-2991"
"도봉2C1074","도봉로160길 5","서울특별시 도봉구 도봉로160길 5",NA,37.674296,127.0449231,"도봉구청","02-2091-2991"
"도봉2C1084","도봉로168길 13(경민빌딩 앞)","서울특별시 도봉구 도봉로168길 13",NA,37.6781511,127.0455391,"도봉구청","02-2091-2991"
"도봉2C1027","마들로 28길 10 서원아파트 111동 앞","서울특별시 도봉구 마들로 28길 10",NA,37.6729209,127.0472441,"도봉구청","02-2091-2991"
"도봉2C1056","도봉로154길 6-13","서울특별시 도봉구 도봉로154길 6-13",NA,37.6705656,127.0445605,"도봉구청","02-2091-2991"
"도봉2C1058","도봉로180길 9","서울특별시 도봉구 도봉로180길 9",NA,37.6837042,127.046774,"도봉구청","02-2091-2991"
"도봉2C1092","마들로 684-19(서원아파트 116동 옆)","서울특별시 도봉구 마들로 684-19",NA,37.67521387,127.0487653,"도봉구청","02-2091-2991"
"도봉2C1093","마들로 28나길 20","서울특별시 도봉구 마들로 28나길 20",NA,37.67223412,127.0470586,"도봉구청","02-2091-2991"
"도봉2C1097","마들로28길 39","서울특별시 도봉구 마들로28길 39",NA,37.6741119,127.0478943,"도봉구청","02-2091-2991"
"도봉2C1098","도봉로170길 2","서울특별시 도봉구 도봉로170길 2",NA,37.6803234,127.045755,"도봉구청","02-2091-2991"
"도봉2C1099","도봉로164길 33-34","서울특별시 도봉구 도봉로164길 33-34",NA,37.6760124,127.0471411,"도봉구청","02-2091-2991"
"방학1C2073","방학로6길 26","서울특별시 도봉구 방학로6길 26",NA,37.6640563,127.0371089,"도봉구청","02-2091-2991"
"방학1C2074","방학로 130-30","서울특별시 도봉구 방학로 130-30",NA,37.6642775,127.0378201,"도봉구청","02-2091-2991"
"방학1C2078","도당로 37(한국SGI 주차장 진입 사거리)","서울특별시 도봉구 도당로 37",NA,37.6615026,127.0337599815,"도봉구청","02-2091-2991"
"방학1C2079","방학로6가길 11","서울특별시 도봉구 방학로6가길 11",NA,37.6647897,127.0369883,"도봉구청","02-2091-2991"
"방학1C2084","마들로18길 19","서울특별시 도봉구 마들로18길 19",NA,37.6618792,127.0478454,"도봉구청","02-2091-2991"
"방학1C2085","마들로 646(삼성래미안 105동 입구, 중랑천변 방향)","서울특별시 도봉구 마들로 646",NA,37.6668979,127.0473902,"도봉구청","02-2091-2991"
"방학1C2027","방학로 2길 34 티월드 앞","서울특별시 도봉구 방학로 2길 34",NA,37.6644855,127.0410194,"도봉구청","02-2091-2991"
"방학1C2028","방학로 4길 48 뚜레쥬르","서울특별시 도봉구 방학로 4길 48",NA,37.6650404,127.0393336,"도봉구청","02-2091-2991"
"방학1C2029","방학로 8길 22 청기와빌라 앞","서울특별시 도봉구 방학로 8길 22",NA,37.6636925,127.0360255,"도봉구청","02-2091-2991"
"방학1C2030","도봉로 146길 36 이수마트 맞은편","서울특별시 도봉구 도봉로 146길 36",NA,37.6634767,127.0450526,"도봉구청","02-2091-2991"
"방학1C2031","도봉로 150라길 13 자전거 보관대","서울특별시 도봉구 도봉로 150라길 13",NA,37.6654014,127.044731,"도봉구청","02-2091-2991"
"방학1C2048","도봉로150다길 42 자건거보관대 옆","서울특별시 도봉구 도봉로150다길 42",NA,37.6677995,127.0446753,"도봉구청","02-2091-2991"
"방학1C2056","도봉로700-11","서울특별시 도봉구 도봉로700-11",NA,37.6670021,127.0440134,"도봉구청","02-2091-2991"
"방학1C2057","도봉로147길74","서울특별시 도봉구 도봉로147길74",NA,37.6651908,127.0385518,"도봉구청","02-2091-2991"
"방학1C2058","도당로6길 28","서울특별시 도봉구 도당로6길 28",NA,37.6614934,127.0363905,"도봉구청","02-2091-2991"
"방학1C2064","도당로 133","서울특별시 도봉구 도당로 133",NA,37.6674182,127.0411018,"도봉구청","02-2091-2991"
"방학1C2065","방학로2길 15","서울특별시 도봉구 방학로2길 15",NA,37.6636274,127.0407539,"도봉구청","02-2091-2991"
"방학1C2069","도당로13가길 105","서울특별시 도봉구 도당로13가길 105",NA,37.6678722,127.040434,"도봉구청","02-2091-2991"
"방학1C2070","마들로18길 65","서울특별시 도봉구 마들로18길 65",NA,37.6611968,127.0502637,"도봉구청","02-2091-2991"
"방학1C2071","방학로3길 18","서울특별시 도봉구 방학로3길 18",NA,37.6618352,127.0407429,"도봉구청","02-2091-2991"
"방학1C2091","도봉로150바길 60앞(청구아트빌라 골목길 앞)","서울특별시 도봉구 도봉로150바길 60",NA,37.6632761,127.045317,"도봉구청","02-2091-2991"
"방학1C2097","도당로25길 30","서울특별시 도봉구 도당로25길 30",NA,37.66872996,127.0404597,"도봉구청","02-2091-2991"
"방학1C2098","방학로112-48","서울특별시 도봉구 방학로112-48",NA,37.6641662,127.0399728,"도봉구청","02-2091-2991"
"방학1C2099","도봉로147길 46-8","서울특별시 도봉구 도봉로147길 46-8",NA,37.6654131,127.0401789,"도봉구청","02-2091-2991"
"방학1C2100","도봉로145나길 9","서울특별시 도봉구 도봉로145나길 9",NA,37.6650126,127.0419035,"도봉구청","02-2091-2991"
"방학1C2101","마들로 656 (도봉구청과 월드상가 주차장 삼거리)","서울특별시 도봉구 마들로 656",NA,37.6686287,127.0470496,"도봉구청","02-2091-2991"
"방학2C2072","시루봉로13길 13","서울특별시 도봉구 시루봉로13길 13",NA,37.6669065,127.0315248,"도봉구청","02-2091-2991"
"방학2C2075","방학로12가길 5-16","서울특별시 도봉구 방학로12가길 5-16",NA,37.6634104,127.0306295,"도봉구청","02-2091-2991"
"방학2C2076","도당로9길 3","서울특별시 도봉구 도당로9길 3",NA,37.662932,127.0343647,"도봉구청","02-2091-2991"
"방학2C2077","시루봉로 15아길 24","서울특별시 도봉구 시루봉로 15아길 24",NA,37.6696479,127.0319075,"도봉구청","02-2091-2991"
"방학2C2080","도당로15길 12(대재청과 앞)","서울특별시 도봉구 도당로15길 12",NA,37.6660674,127.0367746,"도봉구청","02-2091-2991"
"방학2C2081","시루봉로21길 14","서울특별시 도봉구 시루봉로21길 14",NA,37.6698096,127.0359214,"도봉구청","02-2091-2991"
"방학2C2082","시루봉로15다길 15(예지팰리스 앞)","서울특별시 도봉구 시루봉로15다길 15",NA,37.66755776,127.0317135,"도봉구청","02-2091-2991"
"방학2C2083","도당로11길 7(은하슈퍼 앞)","서울특별시 도봉구 도당로11길 7",NA,37.6642283,127.0344476,"도봉구청","02-2091-2991"
"방학2C2086","방학로12길 18(신동아아파트4단지 114동 주차장 출입구)","서울특별시 도봉구 방학로12길 18",NA,37.6628385,127.0306573,"도봉구청","02-2091-2991"
"방학2C2089","시루봉로15길 52","서울특별시 도봉구 시루봉로15길 52",NA,37.669168,127.031517,"도봉구청","02-2091-2991"
"방학2C2090","시루봉로17길 13","서울특별시 도봉구 시루봉로17길 13",NA,37.6685301,127.0338263,"도봉구청","02-2091-2991"
"방학2C2032","도당로 13라길 33 두예파크빌라 앞","서울특별시 도봉구 도당로 13라길 33",NA,37.6675888,127.0357325,"도봉구청","02-2091-2991"
"방학2C2033","도당로 13길 29-3 청도빌라","서울특별시 도봉구 도당로 13길 29-3",NA,37.6657107,127.034697,"도봉구청","02-2091-2991"
"방학2C2034","도당로 15길 21 술사와 앞","서울특별시 도봉구 도당로 15길 21",NA,37.6663463,127.0361725,"도봉구청","02-2091-2991"
"방학2C2035","도당로 13길 34-16 하나투빌 앞","서울특별시 도봉구 도당로 13길 34-16",NA,37.6665242,127.0354527,"도봉구청","02-2091-2991"
"방학2C2036","도당로 13나길 63 민영설비 앞","서울특별시 도봉구 도당로 13나길 63",NA,37.6676531,127.0377606,"도봉구청","02-2091-2991"
"방학2C2037","도봉로151길 108 영흥맨션 9차","서울특별시 도봉구 도봉로151길 108",NA,37.6680935,127.0373956,"도봉구청","02-2091-2991"
"방학2C2039","시루봉로17가길 7 모서리","서울특별시 도봉구 시루봉로17가길 7",NA,37.66919339,127.0336683,"도봉구청","02-2091-2991"
"방학2C2040","시루봉로17길 48-22 약수하이츠빌라앞","서울특별시 도봉구 시루봉로17길 48-22",NA,37.6703574,127.032066,"도봉구청","02-2091-2991"
"방학2C2041","시루봉로17길 36-26 삼화페인트앞","서울특별시 도봉구 시루봉로17길 36-26",NA,37.6698754,127.0328385,"도봉구청","02-2091-2991"
"방학2C2042","시루봉로17길 42 방아골어린이집옆","서울특별시 도봉구 시루봉로17길 42",NA,37.6692804,127.032581,"도봉구청","02-2091-2991"
"방학2C2043","시루봉로17길 42 도봉방아골종합사회복지관","서울특별시 도봉구 시루봉로17길 42",NA,37.6692804,127.032581,"도봉구청","02-2091-2991"
"방학2C2044","시루봉로15라길 59-9 노인복지회관뒤","서울특별시 도봉구 시루봉로15라길 59-9",NA,37.6705376,127.0321759,"도봉구청","02-2091-2991"
"방학2C2045","시루봉로15라길 59-44","서울특별시 도봉구 시루봉로15라길 59-44",NA,37.6711027,127.0321946,"도봉구청","02-2091-2991"
"방학2C2046","시루봉로15라길 55 삼우빌라앞","서울특별시 도봉구 시루봉로15라길 55",NA,37.6704361,127.0325445,"도봉구청","02-2091-2991"
"방학2C2047","시루봉로15라길 64 진한빌라앞","서울특별시 도봉구 시루봉로15라길 64",NA,37.6706568,127.0330925,"도봉구청","02-2091-2991"
"방학2C2049","시루봉로21길 28 명성파크빌라","서울특별시 도봉구 시루봉로21길 28",NA,37.6702493,127.0359271,"도봉구청","02-2091-2991"
